Book Name,Ratings,User,reviewStars
The Darkest Part of the Forest,3.91,,it was amazing
History Is All You Left Me,4.09,,it was amazing
Huntress,3.78,,it was amazing
I am J,3.79,,it was amazing
Wide Awake,3.72,,it was amazing
A Great and Terrible Beauty,3.79,,did not like it
Someday This Pain Will Be Useful to You,3.68,,it was amazing
Sprout,3.76,,it was amazing
Teeth,3.82,,it was amazing
If I Was Your Girl,4,,it was amazing
Totally Joe,4,,it was amazing
Out of the Pocket,3.97,,really liked it
Far from Xanadu,3.69,,it was amazing
The Order of the Poison Oak,3.94,,it was amazing
Rainbow Road,3.98,,it was amazing
So Hard to Say,3.84,,it was amazing
Between Mom and Jo,3.92,,liked it
Hard Love,3.74,,it was amazing
What Happened to Lani Garver,4.04,,it was amazing
Kissing the Witch: Old Tales in New Skins,3.9,,it was ok
Safe,3.89,,did not like it
Don't Let Me Go,4.09,,
The Blood of Olympus,4.42,,it was amazing
Maybe With a Chance of Certainty,3.89,,liked it
Shine,3.83,,really liked it
Torn,3.76,,it was amazing
Adaptation,3.63,,it was amazing
If You Could Be Mine,3.73,,it was amazing
Rage: A Love Story,3.65,,it was amazing
Thinking Straight,4,,it was amazing
How to Repair a Mechanical Heart,3.95,,it was amazing
Half Wild,4.02,,it was amazing
Leave Myself Behind,4.11,,it was amazing
Vintage: A Ghost Story,3.74,,it was ok
The Dark Wife,3.88,,it was amazing
Skim,3.79,,it was amazing
Getting It,3.79,,liked it
Freak Show,3.82,,it was amazing
The Bane Chronicles,4.18,,it was amazing
Ómorphi,4.08,,it was amazing
The Year of Ice,3.89,,it was amazing
The Misfits,3.77,,really liked it
Marked,3.79,,it was amazing
Die Mitte der Welt,4.21,,did not like it
The Raven King,4.48,,it was amazing
Leah on the Offbeat,4.04,,it was amazing
The Art of Being Normal,4.14,,it was amazing
Down to the Bone,3.97,,it was amazing
The Culling,3.86,,it was amazing
Slaying Isidore's Dragons,4.14,,it was amazing
Grasshopper Jungle,3.65,,it was amazing
None of the Above,3.88,,it was amazing
Bait,3.97,,
Symptoms of Being Human,4.18,,it was amazing
City of Heavenly Fire,4.47,,it was amazing
Tell Me Again How a Crush Should Feel,3.86,,did not like it
With or Without You,3.91,,it was amazing
We Are Okay,3.98,,it was amazing
Winger,4.05,,it was amazing
Dare Truth or Promise,3.81,,did not like it
"Sock it to Me, Santa!",4.04,,it was amazing
Timekeeper,3.84,,it was amazing
Absolute Brightness,3.64,,it was amazing
Luck in the Shadows,4.08,,it was amazing
My Heartbeat,3.71,,it was amazing
Tithe,3.73,,it was amazing
The Five Stages of Andrew Brawley,4.02,,really liked it
Beautiful Music for Ugly Children,3.92,,did not like it
Tale of Two Summers,3.84,,it was amazing
Lies We Tell Ourselves,4.1,,did not like it
"Play Me, I'm Yours",4.01,,really liked it
Hushed,4.02,,it was amazing
Pantomime,3.91,,it was amazing
Autoboyography,4.37,,it was amazing
Vampire Academy,4.13,,did not like it
Absolutely Positively Not,3.74,,it was ok
The Inexplicable Logic of My Life,4.14,,it was amazing
The Upside of Unrequited,4.02,,it was amazing
You Know Me Well,3.78,,it was ok
The Rest of Us Just Live Here,3.74,,it was amazing
Superhero,4.08,,it was amazing
Where You Are,4.03,,it was amazing
Far From You,4.03,,
"Gone, Gone, Gone",3.81,,did not like it
The Coldest Girl in Coldtown,3.86,,it was amazing
Silent,4.29,,it was amazing
Paper Towns,3.85,,liked it
Outtakes of A Walking Mistake,3.68,,really liked it
One of Us Is Lying,4.07,,it was ok
grl2grl,3.98,,it was amazing
Eona: The Last Dragoneye,4.11,,really liked it
Clockwork Angel,4.33,,it was amazing
Eon: Dragoneye Reborn,3.98,,really liked it
Gives Light,4.25,,it was amazing
Good Moon Rising,3.78,,it was amazing
Jumpstart the World,3.83,,really liked it
Only the Ring Finger Knows: The Lonely Ring Finger,3.94,,it was amazing
The Young Elites,3.92,,it was amazing
Just Juliet,4.02,,really liked it
"Here's to You, Zeb Pike",4.01,,it was amazing
The Love Interest,3.2,,it was ok
Horn-Horn (The Horn-Horn Series),4.54,,it was amazing
Girl Mans Up,4.02,,it was amazing
Clockwork Prince,4.45,,really liked it
M or F?,3.72,,it was amazing
Made of Stars,3.92,,it was amazing
Crush,3.72,,it was amazing
Fan Art,3.82,,it was amazing
Pink,3.71,,it was ok
Deliver Us from Evie,3.58,,it was amazing
Freakboy,3.96,,it was amazing
Enlightened,4.07,,really liked it
One Boy's Shadow,4.18,,
Dreadnought,4.16,,really liked it
Another Kind of Cowboy,3.6,,it was amazing
Perfect,4.34,,really liked it
Teenage Rewrite,3.76,,really liked it
Breathless,4.01,,liked it
Lola and the Boy Next Door,3.98,,liked it
The Abyss Surrounds Us,3.99,,it was amazing
Drama,4.16,,it was amazing
Insurgent,4.05,,it was amazing
A Gathering of Shadows,4.31,,it was amazing
Dramarama,3.42,,it was amazing
The Art of Breathing,4.43,,really liked it
The Blue Lawn,3.69,,liked it
Scars,4.17,,really liked it
The Rules for Hearts,3.63,,it was amazing
Lies My Girlfriend Told Me,3.7,,liked it
The Ghost of Buxton Manor,4.12,,it was amazing
Anything Could Happen,3.62,,really liked it
The Sweet Far Thing,3.98,,liked it
George,4.03,,it was amazing
A Conjuring of Light,4.39,,really liked it
Starting from Here,3.86,,it was amazing
Secret,4.2,,it was amazing
A Really Nice Prom Mess,3.91,,it was amazing
Georgia Peaches and Other Forbidden Fruit,3.85,,really liked it
Just Between Us,4.18,,it was amazing
The Red Sheet,3.99,,it was amazing
Clockwork Princess,4.59,,it was amazing
Better Nate Than Ever,3.94,,really liked it
Ironside,4.05,,
The Last Exit to Normal,3.84,,did not like it
Hollywood High: Achieve The Honorable,4.4,,did not like it
Honey Girl,3.2,,did not like it
Afterworlds,3.73,,did not like it
Sister Mischief,3.7,,really liked it
In Other Lands,4.36,,really liked it
Looking for Alaska,4.06,,did not like it
And I Darken,3.9,,liked it
An Unstill Life,3.74,,it was ok
Thirteen Reasons Why,3.98,,it was ok
"Hello, Groin",3.63,,really liked it
The Manny Files,4.06,,liked it
Rebel Angels,3.95,,really liked it
Love in the Time of Global Warming,3.38,,it was ok
Keesha's House,3.81,,really liked it
Nick & Norah's Infinite Playlist,3.72,,liked it
This is Not a Love Story,4.09,,it was amazing
The Summer I Wasn't Me,3.9,,really liked it
Trust Me,4.03,,it was ok
Someone Is Watching,4.03,,it was amazing
Catch My Breath,3.97,,it was amazing
Wildthorn,3.65,,it was amazing
Guardian,3.96,,liked it
Dirty London,3.83,,really liked it
Raise Your Glass,4.24,,liked it
Witch Eyes,3.72,,it was amazing
End of the Beginning,4.05,,it was amazing
The Hidden Oracle,4.29,,really liked it
Her Name in the Sky,4.24,,it was amazing
Radio Silence,4.29,,
Tessa Masterson Will Go to Prom,3.78,,really liked it
Not Otherwise Specified,3.79,,really liked it
On a LARP,4.17,,liked it
The World of Normal Boys,3.98,,it was amazing
Distant Rumblings,3.85,,it was amazing
Desert Sons,4.02,,liked it
A Love Story Starring My Dead Best Friend,3.69,,it was amazing
Of Fire and Stars,3.72,,really liked it
The Year They Burned the Books,3.68,,it was amazing
This Is Where It Ends,3.66,,it was amazing
Ready Player One,4.29,,really liked it
The Sowing,4.23,,it was amazing
When You Don't See Me,3.84,,really liked it
"Wandering Son, Vol. 1",3.96,,really liked it
Fans of the Impossible Life,3.7,,it was ok
Dating Sarah Cooper,4.02,,really liked it
Cinder,4.15,,it was amazing
The Before Now and After Then,3.98,,it was amazing
Eight Seconds,3.63,,it was amazing
I'll Get There. It Better Be Worth the Trip.,3.79,,really liked it
Being Emily,3.98,,it was amazing
Gravity,3.58,,it was amazing
Far from the Tree,4.32,,really liked it
The Benefit of Ductwork,4.37,,it was amazing
Taking Flight,4.13,,it was amazing
When the Moon Was Ours,3.95,,really liked it
Under the Lights,3.75,,it was ok
Honor Girl: A Graphic Memoir,3.81,,really liked it
Who is Audrey Wickersham?,3.47,,really liked it
I See the Web,3.79,,it was amazing
Insert Title Here,4.33,,
The Love Story That Shouldn't Have Been,3.89,,it was amazing
Changing Ways,4.68,,it was ok
Untouchable,3.52,,it was amazing
Last of the Summer Tomatoes,3.67,,liked it
Magnus Chase and the Hammer of Thor,4.36,,it was ok
It's Our Prom (So Deal with It),3.51,,really liked it
Love Spell,3.82,,it was amazing
Shadowplay,4.15,,it was amazing
Crank,4.16,,really liked it
Something Like Autumn,4.58,,it was amazing
Honestly Ben,4.02,,it was amazing
Hold Me Closer: The Tiny Cooper Story,3.61,,really liked it
Foxes,4.35,,liked it
rock,4.21,,really liked it
Last Seen Leaving,3.74,,it was amazing
Desert Dropping,4.02,,liked it
Jerkbait,3.6,,it was amazing
On the Right Track,3.88,,really liked it
"Young Avengers, Volume 1: Sidekicks",4.15,,it was amazing
See You at Harry's,4.11,,it was amazing
"Hey, Dollface",3.54,,it was amazing
Grand & Humble,3.61,,it was amazing
Wes and Toren,3.82,,it was amazing
Something Real,3.94,,it was amazing
The Evolution of Ethan Poe,3.93,,it was amazing
Dumb Jock,3.7,,really liked it
The Summer Prince,3.58,,it was amazing
Intervention,4.27,,it was ok
Wonders of the Invisible World,3.83,,it was ok
The Less Than Epic Adventures of TJ and Amal,4.49,,liked it
Liar,3.3,,
A Game of Thrones,4.45,,it was amazing
J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,4.59,,it was amazing
The Name of the Wind,4.55,,it was amazing
The Chronicles of Narnia,4.25,,it was amazing
The Eye of the World,4.19,,it was amazing
The Way of Kings,4.65,,it was amazing
The Final Empire,4.44,,it was amazing
His Dark Materials,4.26,,really liked it
Eragon,3.88,,it was amazing
Assassin's Apprentice,4.15,,it was amazing
Wizard's First Rule,4.13,,it was amazing
The Gunslinger,3.97,,it was ok
The Lies of Locke Lamora,4.3,,it was amazing
The Silmarillion,3.9,,it was amazing
The Blade Itself,4.15,,it was amazing
Gardens of the Moon,3.87,,it was amazing
The Princess Bride,4.26,,it was ok
The Belgariad Boxed Set: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit / Castle of Wizardry / Enchanters' End Game,4.27,,really liked it
The Mists of Avalon,4.12,,it was amazing
Magician: Apprentice,4.18,,it was amazing
A Wizard of Earthsea,4,,it was amazing
Sabriel,4.17,,it was amazing
The Night Angel Trilogy,4.42,,it was ok
Prince of Thorns,3.87,,it was amazing
The Dragonriders of Pern,4.22,,it was amazing
The Wise Man's Fear,4.58,,it was amazing
The Warded Man,4.26,,liked it
Graceling,4.09,,
The Color of Magic,3.99,,it was amazing
"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",4.25,,it was amazing
Kushiel's Dart,4.04,,it was amazing
Redwall,4.12,,it was amazing
Dragonlance Chronicles,4.22,,it was amazing
Blood Song,4.46,,it was amazing
Furies of Calderon,4.13,,it was amazing
The Dark Elf Trilogy Collector's Edition,4.34,,it was amazing
The Dragonbone Chair,3.96,,really liked it
The Earthsea Trilogy,4.25,,it was amazing
Fool's Errand,4.3,,it was amazing
The Sword of Shannara Trilogy,3.94,,really liked it
The Black Prism,4.24,,it was amazing
The Neverending Story,4.18,,it was amazing
The Great Book of Amber,4.31,,it was amazing
Alanna: The First Adventure,4.27,,it was amazing
Tigana,4.12,,it was amazing
Words of Radiance,4.77,,it was amazing
The Once and Future King,4.08,,it was amazing
Theft of Swords,4.22,,really liked it
"The Chronicles of Thomas Covenant, the Unbeliever",3.79,,it was amazing
Ship of Magic,4.14,,it was amazing
His Majesty's Dragon,4.06,,it was amazing
Warbreaker,4.24,,really liked it
The Dark Is Rising,4.07,,liked it
The Chronicles of Prydain Boxed Set,4.41,,liked it
The Black Company,3.96,,it was amazing
Howl's Moving Castle,4.3,,really liked it
"The Black Jewels Trilogy: Daughter of the Blood, Heir to the Shadows, Queen of the Darkness",4.39,,it was amazing
The Blue Sword,4.23,,
The Children of Húrin,3.96,,it was amazing
The Crystal Cave,4.13,,it was amazing
The Magicians' Guild,3.96,,it was amazing
Daughter of the Forest,4.28,,it was amazing
The Fionavar Tapestry,4.22,,really liked it
The Amulet of Samarkand,4,,it was amazing
The Eyes of the Dragon,3.93,,did not like it
Elric of Melniboné,3.89,,it was amazing
The Odyssey,3.74,,really liked it
The Hero and the Crown,4.21,,really liked it
The Deed of Paksenarrion,4.29,,it was amazing
The Icewind Dale Trilogy Collector's Edition,4.29,,really liked it
The Ruins of Gorlan,4.21,,it was amazing
On a Pale Horse,4.14,,really liked it
Across the Nightingale Floor,4.06,,it was ok
The Curse of Chalion,4.16,,really liked it
King of Thorns,4.2,,really liked it
Dragon Wing,3.95,,liked it
Rhapsody: Child of Blood,3.95,,liked it
Daughter of the Empire,4.26,,really liked it
Wild Magic,4.33,,it was ok
The Last Unicorn,4.18,,liked it
The Diamond Throne,3.95,,it was amazing
Green Rider,4.09,,it was amazing
The Crown Conspiracy,4.17,,it was amazing
Best Served Cold,4.18,,it was amazing
Arrows of the Queen,4.16,,it was amazing
A Storm of Swords,4.54,,liked it
Riddle-Master,4.23,,it was amazing
Elantris,4.17,,did not like it
Magic's Pawn,4.21,,
Throne of Glass,4.22,,it was ok
The Orb of Truth,3.76,,really liked it
Jhereg,4.14,,did not like it
The Lions of Al-Rassan,4.28,,really liked it
Dragon Prince,3.95,,really liked it
The Magic of Recluce,3.84,,it was ok
Seventh Son,3.86,,really liked it
The Gormenghast Novels,3.99,,it was amazing
"The Lion, the Witch and the Wardrobe",4.2,,it was amazing
The Way of Shadows,4.16,,really liked it
The Last Wish,4.21,,really liked it
To Live and Die in Fantasyland,4.34,,really liked it
The Briar King,3.73,,really liked it
A Song for Arbonne,4.19,,it was amazing
Black Sun Rising,3.93,,it was amazing
Chains of Gaia,4.61,,liked it
Emperor of Thorns,4.26,,it was amazing
The Hero of Ages,4.47,,liked it
Legend,4.26,,really liked it
Luck in the Shadows,4.08,,it was amazing
Deryni Rising,3.95,,liked it
Pawn of Prophecy,4.16,,really liked it
The Great Hunt,4.22,,liked it
The Iliad,3.84,,it was amazing
Hounded,4.12,,liked it
The Farseer Trilogy,4.35,,liked it
The Demon King,4.19,,liked it
Magician,4.33,,it was amazing
The Darkness That Comes Before,3.78,,
The Dragon Reborn,4.24,,it was amazing
The Well of Ascension,4.36,,did not like it
The Bone Doll's Twin,4.05,,it was ok
A Discovery of Witches,3.99,,it was amazing
The Redemption of Althalus,3.82,,did not like it
The Coming of Conan the Cimmerian,4.15,,did not like it
Deadhouse Gates,4.25,,it was ok
The Hundred Thousand Kingdoms,3.83,,liked it
Dealing with Dragons,4.15,,did not like it
The Shadow Rising,4.22,,it was amazing
The Forgotten Beasts of Eld,4.08,,did not like it
City of Bones,4.11,,liked it
Daggerspell,3.89,,it was amazing
Prince of Fools,4.07,,really liked it
Mistborn Trilogy Boxed Set,4.55,,did not like it
The Steward,3.95,,did not like it
Assassin's Quest,4.18,,really liked it
The Wayfarer Redemption,3.94,,really liked it
Shadows of the Realm,3.85,,really liked it
Poison Study,4.15,,it was amazing
Van Laven Chronicles: Throne of Novoxos,4.36,,it was ok
Daughter of Smoke & Bone,4.03,,it was amazing
Fire,4.12,,really liked it
Stardust,4.08,,it was ok
The Stones of Andarus,4.47,,it was amazing
Last Argument of Kings,4.27,,it was ok
Before They Are Hanged,4.28,,did not like it
Switch! The Lost Kingdoms of Karibu,4.17,,it was amazing
The Thief,3.9,,
Predator & Prey,4.56,,liked it
The Wonderful Wizard of Oz,3.98,,did not like it
Kushiel's Scion,4.19,,really liked it
The Runelords,3.75,,really liked it
Brisingr,4.04,,really liked it
The Heroes,4.28,,it was amazing
Finnikin of the Rock,3.93,,did not like it
Sailing to Sarantium,4.15,,it was amazing
Domes of Fire,4,,it was amazing
The Naming,4,,it was amazing
Shadow's Edge,4.27,,really liked it
Weaveworld,4.13,,really liked it
The Curse of the Mistwraith,3.75,,really liked it
Beyond the Shadows,4.29,,it was amazing
Imajica,4.16,,it was ok
"The Absolute Sandman, Volume One",4.65,,it was amazing
Tehanu,3.92,,it was amazing
Cast in Shadow,3.79,,really liked it
Beowulf,3.42,,it was amazing
The King of Attolia,4.37,,really liked it
The Dragon's Path,3.78,,it was amazing
The Sword of Shannara,3.76,,did not like it
Inheritance,4.09,,really liked it
Circle of Reign,3.93,,it was amazing
The Golden Compass,3.96,,it was amazing
Dragons of Autumn Twilight,3.99,,it was ok
The Outstretched Shadow,4.01,,did not like it
The Alchemyst,3.84,,
The Elenium: The Diamond Throne / The Ruby Knight / The Sapphire Rose,4.18,,liked it
The Blinding Knife,4.45,,it was amazing
Eldest,3.97,,it was amazing
Unfinished Tales of Númenor and Middle-Earth,3.95,,it was amazing
Red Seas Under Red Skies,4.24,,it was amazing
Priestess of the White,3.85,,it was ok
Split Infinity,3.95,,it was amazing
Thieves' World,3.83,,really liked it
Another Fine Myth,4.04,,really liked it
Ill Met in Lankhmar,4.17,,it was amazing
Royal Assassin,4.22,,really liked it
Interview with the Vampire,3.98,,it was amazing
The Winter King: A Novel of Arthur,4.27,,it was amazing
Heir of Novron,4.47,,it was amazing
Crown Duel,4.19,,it was amazing
Haven of Dante: The Staff of Moshe,4.36,,really liked it
Fireborn,4.45,,really liked it
The Emperor's Blades,4.14,,really liked it
The Crown Tower,4.32,,it was ok
Malice,4.12,,it was amazing
Abarat,4.09,,really liked it
Swan Song,4.28,,it was amazing
Shadowmarch,3.72,,it was amazing
Sword in the Storm,4.25,,it was amazing
Paladin of Souls,4.14,,really liked it
The Night Circus,4.04,,really liked it
Heir of Fire,4.51,,really liked it
Crown of Midnight,4.47,,liked it
Rise of Empire,4.36,,really liked it
The Baker's Boy,3.78,,it was ok
The Mirror of Her Dreams,3.91,,
Tales of the Dying Earth,4.15,,did not like it
Terrier,4.16,,really liked it
The Epic of Gilgamesh,3.67,,did not like it
So You Want to Be a Wizard,3.81,,really liked it
Trickster's Choice,4.28,,it was amazing
Shapechangers,3.92,,it was amazing
Le Morte d'Arthur: King Arthur and the Legends of the Round Table,3.92,,did not like it
Taliesin,3.98,,it was amazing
A Memory of Light,4.51,,did not like it
American Gods,4.11,,it was amazing
Watership Down,4.06,,really liked it
Blood of Elves,4.22,,it was ok
Horn-Horn (The Horn-Horn Series),4.54,,it was amazing
The Magicians,3.5,,it was amazing
A Crown of Swords,4.02,,did not like it
The Land: Raiders,4.49,,really liked it
Origins,3.89,,really liked it
Bridge of Birds,4.29,,did not like it
The Complete Book of Swords,4.05,,liked it
Magyk,3.81,,really liked it
Mythago Wood,3.82,,it was amazing
Fool's Fate,4.4,,it was amazing
The Fish the Fighters and the Song-Girl,4.73,,liked it
The Destroyer,4.05,,liked it
The Last Light of the Sun,3.92,,it was ok
The Screwtape Letters,4.21,,it was amazing
The Land: Founding,4.24,,really liked it
A Cavern of Black Ice,3.86,,
Preludes & Nocturnes,4.26,,really liked it
Winds of Fate,4.03,,it was ok
First Test,4.25,,really liked it
The Fires of Heaven,4.14,,it was amazing
Transformation,3.99,,it was amazing
Under Heaven,4.14,,really liked it
The Witches of Eileanan,4,,did not like it
Joust,4.01,,it was amazing
A Shadow in Summer,3.6,,really liked it
Lord Valentine's Castle,3.89,,liked it
Jonathan Strange & Mr Norrell,3.82,,really liked it
Sword-Dancer,3.98,,it was ok
Crossroads of Twilight,3.82,,really liked it
The Soulforge,4.15,,liked it
Fawcetta,4.2,,really liked it
Inborn,3.59,,really liked it
The Stonegate Sword,4.31,,it was ok
Wit'ch Fire,3.9,,liked it
The Land: Catacombs,4.35,,it was amazing
Wicked: The Life and Times of the Wicked Witch of the West,3.52,,really liked it
Heroes Die,4.09,,it was amazing
Oathbringer,4.63,,liked it
The Darkangel,3.9,,it was ok
The Black Witch,3.91,,it was amazing
Inda,4,,really liked it
The Dragon and the George,3.89,,it was amazing
Lord of Chaos,4.11,,really liked it
Artemis Fowl,3.83,,it was amazing
Promise of Blood,4.16,,it was amazing
The Worm Ouroboros,3.71,,it was ok
The Dying Earth,3.93,,
The Ruins of Ambrai,4.06,,it was amazing
Faerie Tale,3.87,,really liked it
Dragonquest,4.1,,it was amazing
City of Golden Shadow,3.9,,it was amazing
The Steel Remains,3.73,,it was amazing
The Republic of Thieves,4.23,,really liked it
Gregor the Overlander,4,,really liked it
Red Country,4.28,,it was amazing
Son of Avonar,3.76,,it was ok
Bitterblue,4.01,,it was amazing
"Blood Borne (Cathedral Chronicles, #1)",4.64,,it was amazing
The Dream-Quest of Unknown Kadath,4.05,,liked it
The Time of the Dark,3.98,,it was amazing
Shadow of a Dark Queen,4.03,,really liked it
The Path of Daggers,3.91,,it was amazing
The Desert Spear,4.23,,it was amazing
The Waste Lands,4.24,,liked it
Dragondrums,4.06,,really liked it
Winter's Heart,3.93,,it was amazing
The King of Elfland's Daughter,3.84,,really liked it
Acacia: The War with the Mein,3.56,,it was amazing
Deep World Fire,4.31,,really liked it
The Warrior Heir,3.94,,really liked it
The Great and Secret Show,4.05,,it was amazing
The Riddle-Master of Hed,4.01,,it was amazing
The Return of the Dragons,4.57,,it was amazing
In The Devil's Own Words,4.54,,it was amazing
The Lone Apprentice,4.08,,really liked it
The Mabinogion Tetralogy,4.21,,really liked it
The Lament of the Stone,4.03,,it was amazing
A Spell for Chameleon,3.94,,
The Written,3.64,,really liked it
The Fifth Season,4.31,,really liked it
Wolfskin,4,,really liked it
The Last Enchantment,4.16,,really liked it
Harry Potter and the Deathly Hallows,4.62,,really liked it
And Then There Were None,4.25,,it was amazing
My Sister's Keeper,4.06,,really liked it
Harry Potter and the Half-Blood Prince,4.55,,really liked it
The Da Vinci Code,3.81,,it was amazing
Harry Potter and the Prisoner of Azkaban,4.55,,really liked it
The Hunger Games,4.33,,liked it
Gone Girl,4.05,,it was amazing
Fight Club,4.2,,really liked it
Murder on the Orient Express,4.16,,really liked it
Angels & Demons,3.88,,liked it
Shutter Island,4.09,,it was amazing
The Murder of Roger Ackroyd,4.22,,it was amazing
Ender's Game,4.3,,really liked it
Catching Fire,4.29,,liked it
زندگی مه آلود پریا,3.99,,it was ok
Harry Potter and the Goblet of Fire,4.54,,really liked it
Life of Pi,3.89,,really liked it
Rebecca,4.22,,it was amazing
The Girl with the Dragon Tattoo,4.13,,it was amazing
Atonement,3.89,,it was amazing
The Thirteenth Tale,3.95,,it was amazing
Breaking Dawn,3.69,,really liked it
Nineteen Minutes,4.11,,it was amazing
The Kite Runner,4.27,,really liked it
The Book Thief,4.36,,really liked it
The Host,3.84,,
A Game of Thrones,4.45,,it was amazing
Jane Eyre,4.11,,it was amazing
Watchmen,4.35,,it was amazing
Water for Elephants,4.08,,liked it
The Westing Game,4.03,,it was amazing
City of Bones,4.11,,really liked it
Holes,3.94,,liked it
Harry Potter and the Sorcerer's Stone,4.46,,it was ok
The Picture of Dorian Gray,4.07,,it was amazing
Mockingjay,4.03,,really liked it
The Shadow of the Wind,4.26,,it was amazing
The Firm,4,,it was amazing
Presumed Innocent,4.1,,it was ok
The Lovely Bones,3.79,,it was amazing
One Flew Over the Cuckoo's Nest,4.19,,it was amazing
Tell No One,4.11,,really liked it
The Lost Symbol,3.68,,really liked it
Harry Potter and the Chamber of Secrets,4.4,,it was amazing
I Am Legend and Other Stories,3.99,,liked it
Great Expectations,3.76,,really liked it
The Name of the Rose,4.12,,it was ok
Fingersmith,4.02,,did not like it
The Boy in the Striped Pajamas,4.12,,it was amazing
The Gift of the Magi,4.08,,it was amazing
Lord of the Flies,3.66,,it was amazing
The Thief,3.9,,liked it
The Forgotten Garden,4.13,,it was amazing
Plain Truth,3.97,,liked it
The Secret History,4.09,,it was amazing
The End,4,,it was amazing
Wuthering Heights,3.84,,
Odd Thomas,3.95,,it was amazing
The Hound of the Baskervilles,4.1,,it was amazing
"The Lion, the Witch and the Wardrobe",4.2,,it was amazing
1984,4.16,,it was amazing
American Gods,4.11,,it was amazing
In the Woods,3.76,,really liked it
The Wasp Factory,3.84,,it was amazing
Invisible Monsters Remix,4,,it was amazing
Oedipus Rex,3.69,,it was ok
The House at Riverton,3.94,,it was amazing
Gentlemen and Players,3.9,,really liked it
The Moonstone,3.9,,it was amazing
I Am the Messenger,4.08,,really liked it
The Talented Mr. Ripley,3.93,,it was amazing
The Spy Who Came In from the Cold,4.07,,it was amazing
Atlas Shrugged,3.68,,really liked it
The Pact,4,,it was amazing
The Help,4.46,,it was amazing
Defending Jacob,3.98,,it was amazing
The Double Bind,3.62,,it was amazing
Les Misérables,4.15,,it was amazing
City of Glass,4.33,,it was amazing
Childhood's End,4.1,,really liked it
The Traitor's Emblem,3.8,,it was amazing
The Girl Who Played with Fire,4.23,,it was amazing
Death on the Nile,4.08,,it was amazing
The Alchemist,3.84,,it was amazing
The Golden Compass,3.96,,it was amazing
The Magus,4.05,,really liked it
The Lace Reader,3.47,,it was amazing
گم شده ای در مه,4.14,,
Confessions of an Ugly Stepsister,3.52,,it was amazing
Eclipse,3.69,,it was amazing
Stuck in Between,3.6,,really liked it
New Moon,3.52,,liked it
The Last Time They Met,3.49,,really liked it
The Bourne Identity,4,,it was amazing
Wicked: The Life and Times of the Wicked Witch of the West,3.52,,it was amazing
House Rules,4.02,,it was amazing
Never Let Me Go,3.81,,it was amazing
The Hunt for Red October,4.04,,really liked it
Before I Go to Sleep,3.88,,it was ok
The Girl on the Train,3.9,,it was amazing
The Count of Monte Cristo,4.23,,really liked it
Lost Boys,3.57,,liked it
Daughter of the Forest,4.28,,really liked it
The Mousetrap and Other Plays,4.01,,really liked it
The Weight of Water,3.63,,really liked it
The Hobbit,4.26,,liked it
Galactic Energies,3.98,,it was amazing
Kiss the Girls,3.95,,liked it
Deception Point,3.69,,it was amazing
Possession,3.88,,did not like it
Forever and Ever,4.24,,it was amazing
The Witch's Vampire,3.47,,it was amazing
The Importance of Being Earnest,4.17,,it was amazing
The Last Olympian,4.5,,did not like it
Witness for the Prosecution and Selected Plays,4.05,,it was amazing
Spellbound in His Arms,3.96,,it was amazing
Macbeth,3.89,,it was amazing
The Hero of Ages,4.47,,it was amazing
City of Ashes,4.2,,
The A.B.C. Murders,3.99,,it was ok
Around the World in Eighty Days,3.91,,did not like it
Dancing with a Dead Horse,4.16,,did not like it
The Hitchhiker's Guide to the Galaxy,4.21,,really liked it
Redwall,4.12,,it was amazing
Cupids Poison Arrow,4.75,,did not like it
The Curious Incident of the Dog in the Night-Time,3.86,,really liked it
Midwives,3.98,,it was amazing
A Study in Scarlet,4.15,,liked it
The Monster at the End of This Book (Sesame Book),4.44,,it was amazing
The History of Love,3.92,,it was amazing
EVO,4.86,,really liked it
I Dream of Yellow Kites,3.84,,it was ok
The Runaway Jury,3.97,,liked it
Conduit,3.98,,it was amazing
Scent of the Dragon,4.81,,really liked it
Derailed,3.76,,it was amazing
Harry Potter Series Box Set,4.74,,liked it
The Historian,3.78,,it was amazing
One for Sorrow,4.45,,really liked it
The Fault in Our Stars,4.24,,it was ok
Dom Wars: Round One,3.72,,really liked it
The Giver,4.12,,really liked it
Good Queen Beth,4.33,,liked it
Sophie's World,3.9,,really liked it
Dark Places,3.93,,it was amazing
Use of Weapons,4.19,,it was ok
Hamlet,4.01,,it was amazing
The Last Battle,4.03,,
The Final Empire,4.44,,really liked it
The Prestige,3.88,,really liked it
Caged,3.72,,it was amazing
The Woman in White,3.99,,it was amazing
The Lord of the Rings,4.49,,liked it
Visions,4.38,,liked it
Persuasion,4.13,,really liked it
Wicked Lovely,3.69,,it was ok
Divergent,4.22,,did not like it
Special Topics in Calamity Physics,3.71,,liked it
Peeps,3.77,,liked it
The Taming of the Shrew,3.81,,really liked it
Beautiful Creatures,3.76,,really liked it
We Were Liars,3.84,,it was ok
Living Dead in Dallas,3.97,,it was amazing
Oliver Twist,3.85,,liked it
The Little Prince,4.29,,really liked it
Do Androids Dream of Electric Sheep?,4.08,,liked it
Me & Emma,3.9,,really liked it
Second Glance,3.79,,it was amazing
