Category,Book Name,Author Name,Author Link,Ratings,Awards,OtherLinks,Description,Score
romance,Shiver,Maggie Stiefvater,https://www.goodreads.com/author/show/1330292.Maggie_Stiefvater,3.77,Missouri Gateway Readers Award Nominee (2012),"Young Adult 5,967 users Fantasy 4,557 users Romance 2,840 users Fantasy Paranormal 2,522 users Shapeshifters Werewolves 1,704 users","For years, Grace has watched the wolves in the woods behind her house. One yellow-eyed wolf—her wolf—is a chilling presence she can't seem to live without.Meanwhile, Sam has lived two lives: In winter, the frozen woods, the protection of the pack, and the silent company of a fearless girl. In summer, a few precious months of being human… until the cold makes him shift back again.Now, Grace meets a yellow-eyed boy whose familiarity takes her breath away. It's her wolf. It has to be. But as winter nears, Sam must fight to stay human—or risk losing himself, and Grace, forever.","score: 62,524692 people voted"
romance,The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass,Cassandra Clare,https://www.goodreads.com/author/show/150038.Cassandra_Clare,4.57,N/A,Fantasy 235 users Young Adult 172 users Fantasy Paranormal 77 users Romance 63 users Fantasy Urban Fantasy 56 users,"In City of Bones, fifteen-year-old Clary Fray is introduced to the world of the Shadowhunters, a secret cadre of warriors dedicated to driving demons out of our world. And she's introduced with a vengeance, when Clary's mother disappears and Clary herself is almost killed by a grotesque monster sent by the evil and powerful Shadowhunter, Valentine. How could a mere human survive such an attack. In the second novel, City of Ashes, Clary just wants her life to go back to normal--but that turns out to be impossible. For one thing, her mother is still in the hospital, in a mysterious coma. For another, she and her newfound brother Jace have fallen under a cloud of suspicion now that the Shadowhunter world knows that Valentine is still alive--and that Jace and Clary are his son and daughter. Then Clary's best friend Simon is turned into a vampire and kidnapped by Valentine, who intends to sacrifice him as part of a bloody ritual that will make the Mortal Instruments Valentine's forever. In book three, City of Glass, Clary has to use all her ingenuity and newfound magical skills to get herself to the Glass City in Idris, the secretive Shadowhunters' home country, where she is forbidden to go--for it is only there that she can find the cure to the enchanted sleeping sickness to which her mother has succumbed. When Valentine attacks the city and destroys the demon towers, Clary and her allies are all that stand between him and the total annihilation of all Shadowhunters. Love is a mortal sin and the past tangles inextricably with the present as Clary and Jace face down their father in the final installment of the Mortal Instruments series. About the AuthorCassandra Clare made her fiction debut with The Mortal Instruments series, which has been on many bestseller lists.","score: 60,349641 people voted"
romance,Fallen,Lauren Kate,https://www.goodreads.com/author/show/2905297.Lauren_Kate,3.73,N/A,"Young Adult 4,488 users Fantasy 3,430 users Fantasy Paranormal 2,219 users Paranormal Angels 2,214 users Romance 2,171 users","What if the person you were meant to be with could never be yours?17-year-old Lucinda falls in love with a gorgeous, intelligent boy, Daniel, at her new school, the grim, foreboding Sword & Cross . . . only to find out that Daniel is a fallen angel, and that they have spent lifetimes finding and losing one another as good & evil forces plot to keep them apart. Get ready to fall . . .","score: 59,750666 people voted"
romance,Playing for Keeps,R.L. Mathewson,https://www.goodreads.com/author/show/4586597.R_L_Mathewson,4.07,N/A,"Romance 2,001 users Romance Contemporary Romance 840 users Contemporary 778 users Humor Funny 563 users Adult 366 users","Done with being the world's biggest pushover, Haley decides that things are going to change starting with the aggravating neighbor who has too much charm and not enough restraint. What she didn't expect was to be sucked into his world, but Haley has a game plan and she won't let herself forget just what the bad boy next door is capable of.The last thing Jason expected was for his little shy neighbor to go Rambo on him over some ruined flowers. After he decides to take her under his wing he can't help but that notice that she fits very nicely in his life. Now the only thing left is to convince her that this is anything but a game.©2011 R.L. Mathewson","score: 58,324671 people voted"
romance,Halfway to the Grave,Jeaniene Frost,https://www.goodreads.com/author/show/669810.Jeaniene_Frost,4.18,Romantic Times Reviewers' Choice Award (RT Award) for Best Urban Fantasy (2007),"Fantasy Paranormal 2,502 users Paranormal Vampires 2,347 users Fantasy Urban Fantasy 2,245 users Romance 1,737 users Romance Paranormal Romance 1,665 users Fantasy 1,574 users","Flirting with the Grave...Half-vampire Catherine Crawfield is going after the undead with a vengeance, hoping that one of these deadbeats is her father - the one responsible for ruining her mother's life. Then she's captured by Bones, a vampire bounty hunter, and is forced into an unholy partnership.In exchange for finding her father, Cat agrees to train with the sexy night stalker until her battle reflexes are as sharp as his fangs. She's amazed she doesn't end up as his dinner - are there actually good vampires? Pretty soon Bones will have her convinced that being half-dead doesn't have to be all bad. But before she can enjoy her newfound status as kick-ass demon hunter, Cat and Bones are pursued by a group of killers. Now Cat will have to choose a side . . . and Bones is turning out to be as tempting as any man with a heartbeat.","score: 57,380624 people voted"
romance,Existence,Abbi Glines,https://www.goodreads.com/author/show/4872191.Abbi_Glines,3.94,N/A,Fantasy Paranormal 983 users Young Adult 722 users Romance 580 users Fantasy 466 users Romance Paranormal Romance 360 users,"What happens when you're stalked by Death? You fall in love with him, of course.Pagan Moore doesn't cheat Death, but instead, falls in love with him.Seventeen year old Pagan Moore has seen souls her entire life. Once she realized the strangers she often saw walking through walls were not visible to anyone else, she started ignoring them. If she didn't let them know she could see them, then they left her alone. Until she stepped out of her car the first day of school and saw an incredibly sexy guy lounging on a picnic table, watching her with an amused smirk on his face. Problem is, she knows he's dead.Not only does he not go away when she ignores him, but he does something none of the others have ever done. He speaks. Pagan is fascinated by the soul. What she doesn't realize is that her appointed time to die is drawing near and the wickedly beautiful soul she is falling in love with is not a soul at all.He is Death and he's about to break all the rules.","score: 56,733636 people voted"
romance,Pushing the Limits,Katie McGarry,https://www.goodreads.com/author/show/4575371.Katie_McGarry,4.07,New England Chapter RWA Readers' Choice for Young Adult Fiction (2013),"Young Adult 1,992 users Romance 1,958 users Contemporary 1,329 users New Adult 496 users","""I won't tell anyone, Echo. I promise."" Noah tucked a curl behind my ear. It had been so long since someone touched me like he did. Why did it have to be Noah Hutchins? His dark brown eyes shifted to my covered arms. ""You didn't do that-did you? It was done to you?"" No one ever asked that question. They stared. They whispered. They laughed. But they never asked.So wrong for each other...and yet so right.No one knows what happened the night Echo Emerson went from popular girl with jock boyfriend to gossiped-about outsider with ""freaky"" scars on her arms. Even Echo can't remember the whole truth of that horrible night. All she knows is that she wants everything to go back to normal. But when Noah Hutchins, the smoking-hot, girl-using loner in the black leather jacket, explodes into her life with his tough attitude and surprising understanding, Echo's world shifts in ways she could never have imagined. They should have nothing in common. And with the secrets they both keep, being together is pretty much impossible. Yet the crazy attraction between them refuses to go away. And Echo has to ask herself just how far they can push the limits and what she'll risk for the one guy who might teach her how to love again...","score: 56,606659 people voted"
romance,Opal,Jennifer L. Armentrout,https://www.goodreads.com/author/show/4476934.Jennifer_L_Armentrout,4.32,N/A,"Young Adult 1,674 users Fantasy Paranormal 1,392 users Romance 1,165 users Science Fiction Aliens 1,073 users Fantasy 1,009 users Science Fiction 609 users","'Opal' is het derde deel in de Lux-serie van Jennifer L. Armentrout. Zelfs nu Katy en Daemon eindelijk helemaal voor hun liefde gaan, kunnen ze niet vrijuit gaan daten. Er komen allerlei andere obstakels op hun pad. Vrienden blijken ineens vijanden, en hoewel ze ook hulp krijgen uit onverwachte hoek, zijn ze hun leven verre van zeker. Maar ze houden stand. Ze moeten wel. Met 'Opal' zit je midden in het verhaal van Jennifer L. Armentrouts verslavende Lux-serie, de hotste fantasyserie van het moment.","score: 55,401633 people voted"
romance,Lover Awakened,J.R. Ward,https://www.goodreads.com/author/show/20248.J_R_Ward,4.45,Romantic Times Reviewers' Choice Award (RT Award) for Vampire Romance (2006),"Fantasy Paranormal 2,349 users Romance Paranormal Romance 2,183 users Romance 777 users Paranormal Vampires 596 users Fantasy Urban Fantasy 558 users","In the shadows of the night in Caldwell, New York, there’s a deadly war raging between vampires and their slayers. And there exists a secret band of brothers like no other - six vampire warriors, defenders of their race. Of these, Zsadist is the most terrifying member of the Black Dagger Brotherhood.A former blood slave, the vampire Zsadist still bears the scars from a past filled with suffering and humiliation. Renowned for his unquenchable fury and sinister deeds, he is a savage feared by humans and vampires alike. Anger is his only companion, and terror is his only passion—until he rescues a beautiful aristocrat from the evil Lessening Society.Bella is instantly entranced by the seething power Zsadist possesses. But even as their desire for one another begins to overtake them both, Zsadist’s thirst for vengeance against Bella’s tormentors drives him to the brink of madness. Now, Bella must help her lover overcome the wounds of his tortured past, and find a future with her…","score: 53,828599 people voted"
romance,Breathe,Abbi Glines,https://www.goodreads.com/author/show/4872191.Abbi_Glines,3.87,N/A,"Romance 1,151 users Young Adult 706 users New Adult 620 users Contemporary 409 users","Sadie White's summer job isn't going to be on the beach life-guarding or working at rental booths like most kids her age. With her single mother's increasing pregnancy and refusal to work, Sadie has to take over her mother's job as a domestic servant for one of the wealthy summer families on a nearby island.When the family arrives at their summer getaway, Sadie is surprised to learn that the owner of the house is Jax Stone, one of the hottest teen rockers in the world. If Sadie hadn't spent her life raising her mother and taking care of the house she might have been normal enough to be excited about working for a rock star.Even though Sadie isn't impressed by Jax's fame, he is drawn to her. Everything about Sadie fascinates Jax but he fights his attraction. Relationships never work in his world and as badly as he wants Sadie, he believes she deserves more. By the end of the summer, Jax discovers he can't breathe without Sadie.","score: 53,119630 people voted"
romance,Clash,Nicole  Williams,https://www.goodreads.com/author/show/4887264.Nicole_Williams,4.16,N/A,Romance 471 users New Adult 442 users Young Adult 227 users Contemporary 190 users Academic College 137 users,"Their Romeo-and-Juliet-level passion is the only thing Jude and Lucy agree on. That, and fighting all the time...Also not helping? Lucy's raging jealousy of the cheerleader who's wormed her way into Jude's life.While trying to hang on to her quintessential bad boy and also training to be the top ballet dancer in her class, Lucy knows something's going to give... soon.How can she live without the boy she loves? How can she live with herself if she gives up on her dreams? If Lucy doesn't make the right choice, she could lose everything.","score: 53,021612 people voted"
romance,Graceling,Kristin Cashore,https://www.goodreads.com/author/show/1373880.Kristin_Cashore,4.09,Missouri Gateway Readers Award Nominee (2011),"Fantasy 13,404 users Young Adult 6,579 users Romance 2,131 users Fiction 1,360 users","Katsa has been able to kill a man with her bare hands since she was eight—she’s a Graceling, one of the rare people in her land born with an extreme skill. As niece of the king, she should be able to live a life of privilege, but Graced as she is with killing, she is forced to work as the king’s thug. She never expects to fall in love with beautiful Prince Po. She never expects to learn the truth behind her Grace—or the terrible secret that lies hidden far away . . . a secret that could destroy all seven kingdoms with words alone. With elegant, evocative prose and a cast of unforgettable characters, debut author Kristin Cashore creates a mesmerizing world, a death-defying adventure, and a heart-racing romance that will consume you, hold you captive, and leave you wanting more.","score: 52,854575 people voted"
romance,Bloodlines,Richelle Mead,https://www.goodreads.com/author/show/137902.Richelle_Mead,4.21,Goodreads Choice Award Nominee for Best Young Adult Fantasy & Science Fiction (2011),"Young Adult 2,397 users Paranormal Vampires 2,048 users Fantasy 1,663 users Fantasy Paranormal 1,501 users Romance 721 users","I wasn't free of my past, not yet. Sydney's blood is special. That's because she's an alchemist - one of a group of humans who dabble in magic and serve to bridge the worlds of humans and vampires. They protect vampire secrets - and human lives. But the last encounter Sydney had with vampires got her in deep trouble with the other alchemists. And now with her allegiences in question, her future is on the line. When Sydney is torn from her bed in the middle of the night, at first she thinks she's still being punished for her complicated alliance with dhampir Rose Hathaway. But what unfolds is far worse. Jill Dragomir - the sister of Moroi Queen Lissa Dragomir - is in mortal danger, and the Moroi must send her into hiding. To avoid a civil war, Sydney is called upon to act as Jill's guardian and protector, posing as her roommate in the unlikeliest of places: a human boarding school in Palm Springs, California. The last thing Sydney wants is to be accused of sympathizing with vampires. And now she has to live with one. The Moroi court believe Jill and Sydney will be safe at Amberwood Prep, but threats, distractions, and forbidden romance lurk both outside - and within - the school grounds. Now that they're in hiding, the drama is only just beginning.","score: 52,419579 people voted"
romance,Gabriel's Rapture,Sylvain Reynard,https://www.goodreads.com/author/show/4562483.Sylvain_Reynard,4.22,N/A,"Romance 1,147 users Romance Contemporary Romance 289 users Contemporary 222 users Adult Fiction Erotica 191 users Adult 174 users New Adult 133 users","Professor Gabriel Emerson has embarked on a passionate, yet clandestine affair with his former student, Julia Mitchell. Sequestered on a romantic holiday in Italy, he tutors her in the sensual delights of the body and the raptures of sex. But when they return, their happiness is threatened by conspiring students, academic politics, and a jealous ex-lover. When Gabriel is confronted by the university administration, will he succumb to Dante's fate? Or will he fight to keep Julia, his Beatrice, forever? In Gabriel's Rapture, the brilliant sequel to the wildly successful debut novel, Gabriel's Inferno, Sylvain Reynard weaves an exquisite love story that will touch the reader's mind, body, and soul, forever.","score: 52,014604 people voted"
romance,The Perfect Game,J. Sterling,https://www.goodreads.com/author/show/5085738.J_Sterling,3.96,N/A,New Adult 607 users Romance 494 users Sports and Games Sports 281 users Academic College 224 users Contemporary 186 users,"He's a game she never intended to play. And she's the game changer he never knew he needed.The Perfect Game tells the story of college juniors, Cassie Andrews & Jack Carter. When Cassie meets rising baseball hopeful Jack, she is determined to steer clear of him and his typical cocky attitude. But Jack has other things on his mind... like getting Cassie to give him the time of day. They're both damaged, filled with mistrust and guarded before they find one another (and themselves) in this emotional journey about love and forgiveness. Strap yourselves for a ride that will not only break your heart, but put it back together. Sometimes life gets ugly before it gets beautiful...This is a MATURE YOUNG ADULT/NEW ADULT novelSuitable for ages 17+ Contains strong language, sexual situations and references","score: 51,630592 people voted"
romance,Where She Went,Gayle Forman,https://www.goodreads.com/author/show/295178.Gayle_Forman,4.04,The Inky Awards Shortlist for Silver Inky (2011),"Young Adult 3,795 users Romance 2,184 users Contemporary 1,735 users Fiction 908 users Realistic Fiction 543 users","It's been three years since the devastating accident . . . three years since Mia walked out of Adam's life forever.Now living on opposite coasts, Mia is Juilliard's rising star and Adam is LA tabloid fodder, thanks to his new rock star status and celebrity girlfriend. When Adam gets stuck in New York by himself, chance brings the couple together again, for one last night. As they explore the city that has become Mia's home, Adam and Mia revisit the past and open their hearts to the future - and each other.Told from Adam's point of view in the spare, lyrical prose that defined If I Stay, Where She Went explores the devastation of grief, the promise of new hope, and the flame of rekindled romance.","score: 51,527575 people voted"
romance,Half-Blood,Jennifer L. Armentrout,https://www.goodreads.com/author/show/4476934.Jennifer_L_Armentrout,4.15,N/A,"Fantasy 1,350 users Young Adult 1,321 users Fantasy Paranormal 1,084 users Fantasy Mythology 753 users Romance 735 users Romance Paranormal Romance 322 users","The Hematoi descend from the unions of gods and mortals, and the children of two Hematoi pure bloods have godlike powers. Children of Hematoi and mortals--well, not so much. Half-bloods only have two options: become trained Sentinels who hunt and kill daimons or become servants in the homes of the pures.Seventeen-year-old Alexandria would rather risk her life fighting than waste it scrubbing toilets, but she may end up slumming it anyway. There are several rules that students at the Covenant must follow. Alex has problems with them all, but especially rule #1:Relationships between pures and halfs are forbidden. Unfortunately, she's crushing hard on the totally hot pure-blood Aiden. But falling for Aiden isn't her biggest problem--staying alive long enough to graduate the Covenant and become a Sentinel is.If she fails in her duty, she faces a future worse than death or slavery: being turned into a daimon, and being hunted by Aiden. And that would kind of suck.","score: 51,383572 people voted"
romance,The Unbecoming of Mara Dyer,Michelle Hodkin,https://www.goodreads.com/author/show/4126827.Michelle_Hodkin,4.08,N/A,"Young Adult 3,020 users Fantasy Paranormal 1,981 users Fantasy 1,573 users Romance 1,426 users","Mara Dyer believes life can't get any stranger than waking up in a hospital with no memory of how she got there.It can.She believes there must be more to the accident she can't remember that killed her friends and left her strangely unharmed. There is.She doesn't believe that after everything she's been through, she can fall in love. She's wrong.","score: 51,181559 people voted"
romance,Breaking Dawn,Stephenie Meyer,https://www.goodreads.com/author/show/941441.Stephenie_Meyer,3.69,Children's Choice Book Award for Teen Choice Book of the Year (2009),"Young Adult 12,256 users Fantasy 10,327 users Romance 6,483 users Paranormal Vampires 5,933 users Fiction 4,087 users","To be irrevocably in love with a vampire is both fantasy and nightmare woven into a dangerously heightened reality for Bella Swan. Pulled in one direction by her intense passion for Edward Cullen, and in another by her profound connection to werewolf Jacob Black, she has endured a tumultuous year of temptation, loss, and strife to reach the ultimate turning point. Her imminent choice to either join the dark but seductive world of immortals or to pursue a fully human life has become the thread from which the fates of two tribes hangs.Now that Bella has made her decision, a startling chain of unprecedented events is about to unfold with potentially devastating and unfathomable, consequences. Just when the frayed strands of Bella's life - first discovered in Twilight, then scattered and torn in New Moon and Eclipse - seem ready to heal and knit together, could they be destroyed... forever?","score: 50,510587 people voted"
romance,Because of Low,Abbi Glines,https://www.goodreads.com/author/show/4872191.Abbi_Glines,4.14,Goodreads Choice Award Nominee for Best Young Adult Fiction (2012),Romance 737 users New Adult 671 users Young Adult 325 users Contemporary 260 users Romance Contemporary Romance 141 users,"In my debut novel, Breathe, Sadie may have fallen in love with the teen rock star, Jax Stone, but readers fell head over heels for Marcus Hardy. This is his story…Marcus Hardy had hoped to enjoy a year away at college while he put the summer he’d rather forget behind him. But instead, he’s jerked right back to the coastal town of Sea Breeze, Alabama due to a family crisis. His dear ol' dad found himself a girlfriend only a few years older than Marcus. So now his sister needs help dealing with their mother who is mentally falling apart. The only bright spot to returning is the fascinating red head who sleeps over several times a week. The problem is she's sleeping in bed with his new roommate, Cage York. Willow “Low” Foster needs a place to live. Running to Cage’s apartment every time her sister kicks her out isn’t exactly a long term solution. Juggling her courses at the local community college and a part time job doesn’t produce excess income. But Cage has a new roommate and suddenly sleeping over at her best friend’s apartment isn’t such a bad thing. Not when she gets to see those sexy green eyes of Marcus Hardy’s twinkle when he smiles at her like he wants her there. Even though Cage seems a little territorial where Low is concerned, Marcus finds time to spend with Low without upsetting his roommate. Cage may use his small college baseball star persona to sleep with every hot female in his path but he’s still under the disillusion that when he’s through sowing his wild oats, he’s going to marry Low. Marcus intends to change that assumption for both Cage and Low. Until his carefully laid plans come crashing down with a revelation he never expected. He’ll have to choose between Low or his family. Because once the truth comes out.... there’s no other choice.","score: 50,483594 people voted"
romance,Real,Katy Evans,https://www.goodreads.com/author/show/6997072.Katy_Evans,4.21,"Goodreads Choice Award Nominee for Debut Author, Romance (2013)","Romance 1,235 users Contemporary 446 users Romance Contemporary Romance 418 users Sports and Games Sports 358 users Warfare Fighters 270 users","A fallen boxer.A woman with a broken dream.A competition...He even makes me forget my name. One night was all it took, and I forgot everything and anything except the sexy fighter in the ring who sets my mind ablaze and my body on fire with wanting...Remington Tate is the strongest, most confusing man I've ever met in my life.He’s the star of the dangerous underground fighting circuit, and I’m drawn to him as I've never been drawn to anything in my life. I forget who I am, what I want, with just one look from him. When he’s near, I need to remind myself that I am strong—but he is stronger. And now it’s my job to keep his body working like a perfect machine, his taut muscles primed and ready to break the bones of his next opponents...But the one he’s most threatening to, now, is me.I want him. I want him without fear. Without reservations.If only I knew for sure what it is that he wants from me?","score: 49,760564 people voted"
romance,Lola and the Boy Next Door,Stephanie Perkins,https://www.goodreads.com/author/show/3095893.Stephanie_Perkins,3.98,Goodreads Choice Award Nominee for Best Young Adult Fiction (2011),"Young Adult 3,266 users Romance 2,559 users Contemporary 2,341 users Womens Fiction Chick Lit 583 users","There is an alternate cover edition for this ISBN13 here.Lola Nolan is a budding costume designer, and for her, the more outrageous, sparkly, and fun the outfit, the better. And everything is pretty perfect in her life (right down to her hot rocker boyfriend) until the Bell twins, Calliope and Cricket, return to the neighborhood. When Cricket, a gifted inventor, steps out from his twin sister's shadow and back into Lola's life, she must finally reconcile a lifetime of feelings for the boy next door.","score: 49,375546 people voted"
romance,This Man,Andrea Fischer,https://www.goodreads.com/author/show/551889.Andrea_Fischer,4.12,N/A,Romance 874 users Adult Fiction Erotica 496 users Romance Contemporary Romance 279 users Contemporary 256 users Did Not Finish 241 users,"Young interior designer Ava O’Shea has an appointment for a first consultation at The Manor with the owner, Mr Jesse Ward. She is expecting nothing more than an overweight, cravat wearing, well-to-do countryman, and on arrival, nothing would suggest otherwise. How wrong could she be? This Man is devastatingly handsome, charming and confident. He is also a conceited, hedonistic playboy, who knows no boundaries. Ava desperately does not want to be attracted to him, but she can’t control the overwhelming effect he has on her. Every instinct is telling her to run, so she does, but Jesse Ward is not so willing to let her go. He wants her and is determined to have her. She knows she is heading for heartbreak, but how can she run when he won’t let her?","score: 48,497547 people voted"
romance,My Favorite Mistake,Chelsea M. Cameron,https://www.goodreads.com/author/show/5752359.Chelsea_M_Cameron,4,N/A,New Adult 878 users Romance 723 users Academic College 289 users Contemporary 285 users Romance Contemporary Romance 172 users Young Adult 138 users,"Two secrets. One bet. Who will break first?Taylor Caldwell can't decide if she wants to kiss her new college roommate or punch him.On the one hand, Hunter Zaccadelli is a handsome blue-eyed bundle of charm. On the other, he's a tattooed, guitar-playing bad boy. Maybe that's why Taylor's afraid of falling in love with him, or anyone else. She doesn't want to get burned, so she needs him gone before it's too late.Hunter himself has been burned before, but Taylor's sexy laugh and refusal to let him get away with anything make her irresistible. Determined not to be kicked out of her life without a fight, Hunter proposes a bet: if she can convince him she either truly loves or hates him, he'll leave the apartment;and leave her alone.But when the man behind Taylor's fear of giving up her heart resurfaces, she has to decide: trust Hunter with her greatest secret, or do everything in her power to win that bet and drive him away forever.","score: 48,129568 people voted"
romance,The Iron King,Julie Kagawa,https://www.goodreads.com/author/show/2995873.Julie_Kagawa,3.91,"Goodreads Choice Award Nominee for Young Adult Fantasy, Debut Author, Goodreads Author (2010)","Fantasy 5,035 users Young Adult 3,638 users Romance 1,392 users Fantasy Paranormal 1,218 users","Meghan Chase has a secret destiny; one she could never have imagined.Something has always felt slightly off in Meghan's life, ever since her father disappeared before her eyes when she was six. She has never quite fit in at school or at home.When a dark stranger begins watching her from afar, and her prankster best friend becomes strangely protective of her, Meghan senses that everything she's known is about to change.But she could never have guessed the truth - that she is the daughter of a mythical faery king and is a pawn in a deadly war. Now Meghan will learn just how far she'll go to save someone she cares about, to stop a mysterious evil, no faery creature dare face; and to find love with a young prince who might rather see her dead than let her touch his icy heart.","score: 47,947529 people voted"
romance,The Vincent Brothers,Abbi Glines,https://www.goodreads.com/author/show/4872191.Abbi_Glines,4.12,Goodreads Choice Award Nominee for Best Young Adult Fiction (2012),Romance 575 users New Adult 442 users Young Adult 349 users Contemporary 236 users,"Getting a boy to fall head-over-heels in love with you isn’t easy. Especially when he’s been in love with your cousin for as long as you can remember.Lana has lived her life in her cousin’s shadow. Ashton always made perfect grades, had tons of friends, and looks model-perfect. And she’s always had Sawyer Vincent—the only boy Lana’s ever wanted—wrapped around her finger. But now things are different. Lana has a chance to make Sawyer see her, and she’s taking it. If only he’d get over Ashton—because Lana is sick of second-best.Sawyer’s heart is broken. He’s lost his best girl to his best friend. And then Lana comes to town. Ashton’s cousin has always been sweet and soft-spoken, but now she’s drop-dead gorgeous as well. Sawyer doesn’t know if Lana can heal his broken heart, but spending time with her might at least make Ashton jealous.What starts as a carefree fling becomes a lusty game of seduction. Sawyer and Lana may have different motives, but their scintillating hookups are the same kind of steamy. . . .","score: 46,674542 people voted"
romance,Just for Now,Abbi Glines,https://www.goodreads.com/author/show/4872191.Abbi_Glines,4.25,N/A,New Adult 631 users Romance 596 users Contemporary 205 users Young Adult 138 users Romance Contemporary Romance 118 users,"The day Preston Drake figured out that wealthy women paid well for a set of tight abs and a pretty face his life turned around.The run down rat-infested trailer he had shared with his alcoholic mother and three younger siblings was now only a place he visited to pay the bills and stock the pantry with food. He no longer worried about his family starving or living without electricity. The money he made entertaining rich older women more than covered his family’s needs and his own. He had it all figured out. Except…There was this girl.She was as innocent as he was tainted.Amanda Hardy wished her knees didn’t get weak when Preston walked into a room. She hated the fact her heart raced when he flashed his smile in her direction. He had a different girl in his bed every night. He was the kind of boy a smart girl ran from. So, why was she coming up with ways to get close to him? Even when it was obvious he wanted to keep her at a distance.Maybe her heart knew something the world didn’t. Maybe Preston Drake was more than just a pretty face.","score: 46,650538 people voted"
romance,Naked,Raine Miller,https://www.goodreads.com/author/show/4930653.Raine_Miller,4.02,N/A,Romance 780 users Adult Fiction Erotica 408 users Romance Contemporary Romance 253 users Contemporary 206 users Adult 167 users Romance Erotic Romance 160 users,"Brynne Bennett is living the good life. An American art student at the University of London and part-time photographic model, she’s putting her life back on track with school and lots of hard work. When ultra successful London businessman, Ethan Blackstone, buys her nude portrait, he isn’t taking ‘no’ for an answer. He wants Brynne in his bed and makes plans to keep her there no matter what. His dominant nature captivates and ensnares despite the demons she carries inside her. But there are secrets in this relationship. Huge ones. Can Ethan free Brynne from the past that has marked her? Will Brynne let him or will the specters tormenting her resurface to destroy them both…","score: 45,920533 people voted"
romance,Rules of Attraction,Simone Elkeles,https://www.goodreads.com/author/show/274533.Simone_Elkeles,4.21,Missouri Gateway Readers Award Nominee (2013),"Young Adult 1,344 users Romance 1,292 users Contemporary 574 users Realistic Fiction 163 users","Carlos Fuentes doesn't want any part of the life his older brother, Alex, has laid out for him in Boulder, Colorado. He wants to keep living on the edge, and carve his own path-just like Alex did. Unfortunately, his ties to a Mexican gang aren't easy to break, and he soon finds himself being set up by a drug lord. When Alex arranges for Carlos to live with his former professor and his family to keep him from being sent to jail, Carlos feels completely out of place. He's even more thrown by his strong feelings for the professor's daughter, Kiara, who is nothing like the girls he's usually drawn to. But Carlos and Kiara soon discover that in matters of the heart, the rules of attraction overpower the social differences that conspire to keep them apart.As the danger grows for Carlos, he's shocked to discover that it's this seemingly All-American family who can save him. But is he willing to endanger their safety for a chance at the kind of life he's never even dreamed possible?","score: 43,785499 people voted"
romance,On the Island,Tracey Garvis Graves,https://www.goodreads.com/author/show/5193034.Tracey_Garvis_Graves,4.13,N/A,"Romance 1,397 users Contemporary 523 users Romance Contemporary Romance 378 users Fiction 337 users Womens Fiction Chick Lit 294 users New Adult 283 users","When thirty-year-old English teacher Anna Emerson is offered a job tutoring T.J. Callahan at his family's summer rental in the Maldives, she accepts without hesitation; a working vacation on a tropical island trumps the library any day.T.J. Callahan has no desire to leave town, not that anyone asked him. He's almost seventeen and if having cancer wasn't bad enough, now he has to spend his first summer in remission with his family - and a stack of overdue assignments -- instead of his friends. Anna and T.J. are en route to join T.J.'s family in the Maldives when the pilot of their seaplane suffers a fatal heart attack and crash-lands in the Indian Ocean. Adrift in shark-infested waters, their life jackets keep them afloat until they make it to the shore of an uninhabited island. Now Anna and T.J. just want to survive and they must work together to obtain water, food, fire, and shelter.Their basic needs might be met but as the days turn to weeks, and then months, the castaways encounter plenty of other obstacles, including violent tropical storms, the many dangers lurking in the sea, and the possibility that T.J.'s cancer could return. As T.J. celebrates yet another birthday on the island, Anna begins to wonder if the biggest challenge of all might be living with a boy who is gradually becoming a man.","score: 42,562481 people voted"
romance,Love Unrehearsed,Tina Reber,https://www.goodreads.com/author/show/3980637.Tina_Reber,4.26,N/A,Romance 542 users Romance Contemporary Romance 168 users Contemporary 151 users New Adult 132 users Adult 79 users,"There is no rehearsal for true love.When A-list film actor Ryan Christensen ducked into her pub to escape his screaming fans, never in a million years did Taryn Mitchell think her life was about to change forever. But now, eight months later, after a whirlwind romance, Taryn wakes up in Ryan’s Hollywood hotel room to find a diamond to die for on her left ring finger—and her face splashed across the cover of every gossip magazine.Ryan’s very public proposal is catnip to the tabloids, his management team is worried, and Taryn must figure out how a small town girl like her fits into his glittering world. What does it take to make a relationship work amidst telephoto lenses, daily on-set temptations, and jealous fans who will stop at nothing to keep you from walking down the aisle with the man of your dreams?With no script to follow and no chance for a dress rehearsal, Taryn and Ryan will be forced to take the plunge and risk everything to make their love last.","score: 41,487495 people voted"
